"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000910","GO:0000910","cytokinesis","24/574","160/23355",1.35347207056803e-12,4.54051573862257e-11,3.48112478924648e-11,"Nusap1/Aurka/Kif4/Ect2/Plk4/Stmn1/Cenpa/Cit/E2f8/Prc1/Plk1/Ckap2/Anln/Kif23/Cenpv/Myh10/Aurkb/Birc5/Racgap1/Kif20a/Cfl1/Incenp/Kif20b/Cep55",24
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis","17/574","73/23355",1.70257414651309e-12,5.65827445327154e-11,4.33808857793301e-11,"Rps6/Rps8/Rps5/Rps19/Rps16/Rps17/Rps15/Lsm6/Rps24/Rps25/Rps27l/Rpsa/Npm1/Rpl38/Rps7/Rps2/Rps28",17
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","30/574","259/23355",2.14528398482635e-12,7.06354615744676e-11,5.41548296364546e-11,"Ncl/Dhx9/Hnrnpu/Myef2/Rbm3/Rbmx/Rbm8a/Elavl4/Ybx1/Khdrbs1/Hnrnpr/Hnrnpd/Hnrnpl/Dazap1/Nudt21/Syncrip/Npm1/C1qbp/Srsf2/Hnrnpa0/Hnrnpk/Ccnb1/Pabpc1/Tra2b/Rnps1/Srpk1/Srsf3/Hnrnpm/Srsf7/Celf4",30
"GO:0006417","GO:0006417","regulation of translation","35/574","350/23355",2.31659864301658e-12,7.55763740785958e-11,5.79429308103615e-11,"Ncl/Dhx9/Caprin1/Rbm3/Rps3a1/Eif4e/Elavl4/Khdrbs1/Hnrnpr/Rpl22/Tyms/Hnrnpd/Rpl5/Rps9/Hnrnpl/Rpl13a/Rps3/Eif4g2/Eef2/Cdk4/Pa2g4/Ilf3/Rplp1/Rps27l/Syncrip/Npm1/Rack1/Rpl26/Eif5a/C1qbp/Rpl38/Sox4/Dhfr/Eif2s1/Gspt1",35
"GO:0031497","GO:0031497","chromatin assembly","23/574","150/23355",2.4889925053902e-12,8.04623395378869e-11,6.16889051575179e-11,"Hjurp/H3f3a/Set/Hat1/Pole3/Nasp/Rbbp4/Hp1bp3/Hmgb1/Mcm2/Trim28/Mbd3/Nap1l1/Smarca5/Ctcf/Dnmt1/Smarca4/Npm1/Cenpv/H3f3b/Cenpp/Chaf1a/Hells",23
"GO:0000723","GO:0000723","telomere maintenance","21/574","124/23355",3.12618728203605e-12,1.00150648422704e-10,7.67835472780783e-11,"Hnrnpu/Parp1/Nek2/Rad51/Pcna/Cct3/Rpa2/Hnrnpd/Cct7/Blm/Cct2/Ptges3/Gnl3/Cct4/Nhp2/Aurkb/Smc6/Hsp90aa1/Cct5/Tcp1/Hsp90ab1",21
"GO:0007062","GO:0007062","sister chromatid cohesion","15/574","56/23355",3.86207592299836e-12,1.22620910555198e-10,9.40110586519339e-11,"Sgo2a/Bub1b/Bub1/Smc1a/Cdc20/Sfpq/Kif22/Esco2/Pttg1/Haspin/Rad21/Naa50/Sgo1/Cdca5/Fen1",15
"GO:0034501","GO:0034501","protein localization to kinetochore","10/574","19/23355",5.63298548612404e-12,1.77264569811125e-10,1.3590528559908e-10,"Knl1/Rcc2/Bub3/Cdk1/Ttk/Spdl1/Aurkb/Haspin/Cenpq/Ndc80",10
"GO:0061982","GO:0061982","meiosis I cell cycle process","21/574","130/23355",8.02665263595477e-12,2.5037523485487e-10,1.91957805421264e-10,"Sgo2a/Rad51/Aurka/Cenpe/Cenps/Cenpc1/Rad51ap1/Plk1/Fbxo5/Top2b/Ccnb2/Topbp1/Pttg1/Top2a/Cks2/Trip13/Rad21/Sgo1/Ndc80/Cdc25c/Ubb",21
"GO:0006302","GO:0006302","double-strand break repair","28/574","240/23355",9.8703120750162e-12,3.05207215119631e-10,2.33996414409995e-10,"Mcm3/Mcm6/Nucks1/Parp1/Rad51/Pola1/Sfpq/Rpa2/Kdm1a/Nsd2/Mcm7/Sem1/Rpa3/Mcm2/Rad51ap1/Foxm1/Lig1/Blm/Mcm5/Top2b/Esco2/Brca1/Dek/Trip13/Smc6/Rad21/Rbbp8/Cdca5",28
"GO:0034248","GO:0034248","regulation of cellular amide metabolic process","37/574","409/23355",1.07932737872217e-11,3.30869668856554e-10,2.53671316777715e-10,"Ncl/Dhx9/Caprin1/Rbm3/Rps3a1/Eif4e/Elavl4/Khdrbs1/Hnrnpr/Rpl22/Tyms/Hnrnpd/Rpl5/Rps9/Hnrnpl/Rpl13a/Rps3/Eif4g2/Eef2/Cdk4/Pa2g4/Casp3/Ilf3/Rplp1/Rps27l/Syncrip/Npm1/Rack1/Rpl26/Eif5a/C1qbp/Rpl38/Sox4/Dhfr/Eif2s1/Csnk1e/Gspt1",37
"GO:2000278","GO:2000278","regulation of DNA biosynthetic process","20/574","119/23355",1.19205484383463e-11,3.62303164502219e-10,2.77770764330338e-10,"Hnrnpu/Nek2/Pcna/Pak3/Cct3/Dnajc2/Hnrnpd/Rfc3/Cct7/Cct2/Ptges3/Tfdp1/Cct4/Npm1/Aurkb/Hsp90aa1/Cct5/Rfc4/Tcp1/Hsp90ab1",20
"GO:0034470","GO:0034470","ncRNA processing","34/574","355/23355",1.59371988469049e-11,4.80276941521982e-10,3.68218956409311e-10,"Rpl7/Ncl/Rpl7a/Rpl35/Ssb/Polr3k/Exosc8/Gar1/Chd7/Rps6/Rps8/Rpl11/Lyar/Rpl5/Rps19/Fbl/Rps16/Rps17/Ddx21/Rps15/Pa2g4/Lsm6/Rtraf/Rps24/Rps25/Rpl14/Npm1/Nhp2/Rpl26/Rpl27/Rps7/Rpl35a/Rpl10a/Rps28",34
"GO:0044786","GO:0044786","cell cycle DNA replication","13/574","43/23355",1.94271811617594e-11,5.80529884127868e-10,4.45080930640927e-10,"Mcm3/Mcm6/Rad51/Pcna/Pola1/Dbf4/Mcm7/Mcm2/Lig1/E2f8/Fbxo5/Mcm5/Atad5",13
"GO:0043484","GO:0043484","regulation of RNA splicing","22/574","151/23355",2.11634983416089e-11,6.27145000856343e-10,4.8081983074357e-10,"Ncl/Hnrnpu/Rbm3/Rbmx/Rbm8a/Ptbp2/Khdrbs1/Hnrnpf/Hnrnpl/Rps13/Dazap1/Rps26/Npm1/Hnrnph1/C1qbp/Srsf2/Hnrnpk/Tra2b/Rnps1/Srsf3/Srsf7/Celf4",22
"GO:0034728","GO:0034728","nucleosome organization","21/574","137/23355",2.25629447694328e-11,6.63089517356223e-10,5.08377789933283e-10,"Ptma/Hjurp/Set/Hat1/Anp32e/Pole3/Nasp/Rbbp4/Hp1bp3/Mcm2/Nap1l1/Smarca5/Ctcf/Supt16/Smarca4/Smarcc1/Npm1/Smarce1/Cenpp/Smarcd1/Chaf1a",21
"GO:0007127","GO:0007127","meiosis I","20/574","125/23355",3.02965046860721e-11,8.83068611997316e-10,6.77031467963131e-10,"Sgo2a/Rad51/Aurka/Cenpe/Cenps/Cenpc1/Rad51ap1/Plk1/Fbxo5/Top2b/Ccnb2/Topbp1/Pttg1/Top2a/Cks2/Trip13/Rad21/Sgo1/Ndc80/Ubb",20
"GO:2000573","GO:2000573","positive regulation of DNA biosynthetic process","16/574","75/23355",3.22602832061643e-11,9.32663147000976e-10,7.15054629901287e-10,"Nek2/Pcna/Pak3/Cct3/Rfc3/Cct7/Cct2/Ptges3/Cct4/Npm1/Aurkb/Hsp90aa1/Cct5/Rfc4/Tcp1/Hsp90ab1",16
"GO:0033119","GO:0033119","negative regulation of RNA splicing","11/574","29/23355",4.16358892667729e-11,1.19400985671488e-09,9.15424050941782e-10,"Ptbp2/Hnrnpl/Rps13/Rps26/Npm1/C1qbp/Hnrnpk/Tra2b/Rnps1/Srsf7/Celf4",11
"GO:2001020","GO:2001020","regulation of response to DNA damage stimulus","26/574","221/23355",4.52242292189832e-11,1.28653887282164e-09,9.86364241491929e-10,"Dhx9/Parp1/Rad51/Pcna/Usp1/Rpa2/Kdm1a/Nsd2/Kmt5a/Hmgb1/Rad51ap1/Foxm1/Trim28/Blm/Rps3/Fbxo5/Top2b/Tpt1/Cdkn2d/Egfr/Npm1/Rpl26/Atad5/Brca1/Dek/Hnrnpk",26
"GO:0045132","GO:0045132","meiotic chromosome segregation","18/574","101/23355",4.62771074184592e-11,1.29575900771686e-09,9.93433138945788e-10,"Sgo2a/Nuf2/Bub1b/Ncaph/Bub1/Smc4/Smc2/Cenps/Cenpc1/Plk1/Top2b/Ncapd3/Ttk/Pttg1/Top2a/Trip13/Rad21/Sgo1",18
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition","18/574","101/23355",4.62771074184592e-11,1.29575900771686e-09,9.93433138945788e-10,"Cenpf/Dtl/Clspn/Rcc2/Blm/Plk1/Ccnd1/Fbxo5/Cdk1/Cdk4/Topbp1/Npm1/Atad5/Brca1/Ccnb1/Rad21/Cdc25c/Lmnb1",18
"GO:0090307","GO:0090307","mitotic spindle assembly","15/574","67/23355",6.40431870649089e-11,1.77223075494436e-09,1.35873472716414e-09,"Hnrnpu/Nek2/Tpx2/Kif4/Smc1a/Cdc20/Prc1/Plk1/Kif23/Aurkb/Kpnb1/Racgap1/Kifc1/Cep192/Kif11",15
"GO:1902751","GO:1902751","positive regulation of cell cycle G2/M phase transition","11/574","30/23355",6.42907107389828e-11,1.77223075494436e-09,1.35873472716414e-09,"Dtl/Rcc2/Ccnd1/Fbxo5/Cdk1/Cdk4/Npm1/Atad5/Ccnb1/Cdc25c/Lmnb1",11
"GO:0050684","GO:0050684","regulation of mRNA processing","21/574","145/23355",6.79754237931469e-11,1.85938928468023e-09,1.42555747064171e-09,"Ncl/Dhx9/Hnrnpu/Rbm3/Rbmx/Rbm8a/Khdrbs1/Hnrnpl/Dazap1/Nudt21/Npm1/C1qbp/Srsf2/Hnrnpk/Ccnb1/Tra2b/Rnps1/Srpk1/Srsf3/Srsf7/Celf4",21
"GO:0007143","GO:0007143","female meiotic nuclear division","12/574","39/23355",9.25577739457616e-11,2.51248430649716e-09,1.92627267593027e-09,"Sgo2a/Ncaph/Aurka/Cenpe/Plk1/Fbxo5/Ccnb2/Ttk/Top2a/Trip13/Ndc80/Ubb",12
"GO:0007076","GO:0007076","mitotic chromosome condensation","8/574","13/23355",1.46485621736796e-10,3.9462338704246e-09,3.02550048084771e-09,"Nusap1/Ncaph/Smc4/Smc2/Ncapg/Ncapd2/Ncapd3/Cdca5",8
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","21/574","153/23355",1.90126485065911e-10,5.08338181123593e-09,3.89732961076936e-09,"Map2/Hnrnpu/Kif18a/Tpx2/Stmn3/Psrc1/Cdk5rap2/Stmn1/Tacc3/Fkbp4/Rps3/Plk1/Ckap2/Ska3/Bora/Spag5/Cdk5r1/Ska2/Ska1/Stmn2/Map1b",21
"GO:0032886","GO:0032886","regulation of microtubule-based process","27/574","255/23355",2.1602095018105e-10,5.73261566301353e-09,4.39508453235601e-09,"Map2/Hnrnpu/Kif18a/Tpx2/Stmn3/Plk4/Psrc1/Cdk5rap2/Stmn1/Tacc3/Fkbp4/Rps3/Plk1/Ckap2/Ska3/Bora/Cep295/Xpo1/Npm1/Spag5/Cdk5r1/Ska2/Kifc1/Cep192/Ska1/Stmn2/Map1b",27
"GO:0050657","GO:0050657","nucleic acid transport","21/574","155/23355",2.43277113017354e-10,6.36098098448317e-09,4.87683995909402e-09,"Dhx9/Hnrnpu/Ssb/Hnrnpa3/Ybx1/Sfpq/Khdrbs1/Slbp/Ran/Sem1/Rps15/Thoc7/Xpo1/Npm1/Eif5a/Alyref/Eny2/Hnrnpa1/Mrpl18/Srsf3/Srsf7",21
"GO:0050658","GO:0050658","RNA transport","21/574","155/23355",2.43277113017354e-10,6.36098098448317e-09,4.87683995909402e-09,"Dhx9/Hnrnpu/Ssb/Hnrnpa3/Ybx1/Sfpq/Khdrbs1/Slbp/Ran/Sem1/Rps15/Thoc7/Xpo1/Npm1/Eif5a/Alyref/Eny2/Hnrnpa1/Mrpl18/Srsf3/Srsf7",21
"GO:0010833","GO:0010833","telomere maintenance via telomere lengthening","15/574","74/23355",2.88322341866194e-10,7.48375363267288e-09,5.73764783275791e-09,"Hnrnpu/Parp1/Nek2/Rad51/Cct3/Cct7/Cct2/Ptges3/Cct4/Nhp2/Aurkb/Hsp90aa1/Cct5/Tcp1/Hsp90ab1",15
"GO:0051236","GO:0051236","establishment of RNA localization","21/574","158/23355",3.49490214797343e-10,9.00570437550256e-09,6.904497759917e-09,"Dhx9/Hnrnpu/Ssb/Hnrnpa3/Ybx1/Sfpq/Khdrbs1/Slbp/Ran/Sem1/Rps15/Thoc7/Xpo1/Npm1/Eif5a/Alyref/Eny2/Hnrnpa1/Mrpl18/Srsf3/Srsf7",21
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination","19/574","131/23355",5.36658509092356e-10,1.37291917865642e-08,1.05259033589489e-08,"Mcm3/Mcm6/Nucks1/Parp1/Rad51/Sfpq/Rpa2/Kdm1a/Mcm7/Sem1/Rpa3/Mcm2/Rad51ap1/Blm/Mcm5/Brca1/Smc6/Rad21/Rbbp8",19
"GO:1903312","GO:1903312","negative regulation of mRNA metabolic process","16/574","90/23355",5.76317987364335e-10,1.46384768790541e-08,1.12230344907792e-08,"Dhx9/Hnrnpu/Elavl4/Ybx1/Hnrnpd/Hnrnpl/Syncrip/Npm1/C1qbp/Hnrnpa0/Hnrnpk/Pabpc1/Tra2b/Rnps1/Srsf7/Celf4",16
"GO:0000725","GO:0000725","recombinational repair","19/574","132/23355",6.12768783254722e-10,1.54539417961262e-08,1.18482355254179e-08,"Mcm3/Mcm6/Nucks1/Parp1/Rad51/Sfpq/Rpa2/Kdm1a/Mcm7/Sem1/Rpa3/Mcm2/Rad51ap1/Blm/Mcm5/Brca1/Smc6/Rad21/Rbbp8",19
"GO:1904029","GO:1904029","regulation of cyclin-dependent protein kinase activity","15/574","78/23355",6.30685785690542e-10,1.57937933374336e-08,1.21087930684841e-08,"Ccna2/Psrc1/Cdk5rap2/Cdkn2c/Actb/Ccnd2/Blm/Plk1/Ccnd1/Casp3/Cdkn2d/Ccnb2/Egfr/Ccnb1/Hsp90ab1",15
"GO:0000028","GO:0000028","ribosomal small subunit assembly","9/574","21/23355",6.94514899677771e-10,1.72705942884906e-08,1.32410275315821e-08,"Rps5/Rps19/Rps15/Rps25/Rps27l/Rpsa/Rpl38/Rps2/Rps28",9
"GO:0043044","GO:0043044","ATP-dependent chromatin remodeling","12/574","46/23355",7.87232062112716e-10,1.94402584227279e-08,1.49044666730405e-08,"Ptma/Hjurp/Actl6a/Anp32e/Nasp/Smarca5/Pbrm1/Smarca4/Smarcc1/Chd3/Smarce1/Cenpp",12
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome","17/574","107/23355",1.03198812537594e-09,2.53086191299093e-08,1.94036242811157e-08,"Ncl/Hnrnpu/Rbm3/Rbmx/Rbm8a/Khdrbs1/Hnrnpl/Dazap1/Npm1/C1qbp/Srsf2/Hnrnpk/Tra2b/Rnps1/Srsf3/Srsf7/Celf4",17
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","22/574","184/23355",1.04014906190529e-09,2.53340415351726e-08,1.94231151430043e-08,"Eif4e/Anp32b/Rps6/Cdkn2c/Nasp/Rpa2/Dbf4/Ezh2/Ccnd2/Ccnd1/Cdk4/Tfdp1/Cdkn2d/Rps27l/Egfr/Rpl26/Haspin/Sox4/E2f3/Skp2/Rbbp8/Rpl17",22
"GO:0031109","GO:0031109","microtubule polymerization or depolymerization","18/574","122/23355",1.15155275492715e-09,2.78566095001426e-08,2.135711876306e-08,"Map2/Kif18a/Tpx2/Stmn3/Psrc1/Cdk5rap2/Kif2c/Stmn1/Fkbp4/Rps3/Fbxo5/Ckap2/Ska3/Ska2/Cep192/Ska1/Stmn2/Map1b",18
"GO:0033260","GO:0033260","nuclear DNA replication","11/574","38/23355",1.18486235447334e-09,2.84687198142379e-08,2.182641179293e-08,"Mcm3/Mcm6/Rad51/Pcna/Pola1/Dbf4/Mcm7/Mcm2/Lig1/Mcm5/Atad5",11
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","23/574","203/23355",1.26357245240198e-09,3.01561318170566e-08,2.31201176384396e-08,"Ccna2/Eif4e/Anp32b/Rps6/Cdkn2c/Nasp/Rpa2/Dbf4/Ezh2/Ccnd2/Ccnd1/Cdk4/Tfdp1/Cdkn2d/Rps27l/Egfr/Rpl26/Haspin/Sox4/E2f3/Skp2/Rbbp8/Rpl17",23
"GO:0051382","GO:0051382","kinetochore assembly","8/574","16/23355",1.37231273635535e-09,3.25329606031975e-08,2.49423858748095e-08,"Cenpe/Cenps/Cenpa/Cenpc1/Cenpw/Dlgap5/Cenph/Cenpk",8
"GO:0007144","GO:0007144","female meiosis I","7/574","11/23355",1.5826522734616e-09,3.70257334501936e-08,2.83869071209524e-08,"Aurka/Cenpe/Fbxo5/Ccnb2/Trip13/Ndc80/Ubb",7
"GO:0031055","GO:0031055","chromatin remodeling at centromere","7/574","11/23355",1.5826522734616e-09,3.70257334501936e-08,2.83869071209524e-08,"Hjurp/H3f3a/Nasp/Cenpv/H3f3b/Cenpp/Hells",7
"GO:0006275","GO:0006275","regulation of DNA replication","17/574","110/23355",1.60327704153375e-09,3.72630925470197e-08,2.85688857074125e-08,"Nucks1/Dhx9/Pcna/Ccna2/Dbf4/Rfc3/E2f8/Blm/Fbxo5/Cdk1/Esco2/Tipin/Egfr/Npm1/Atad5/Gmnn/Rfc4",17
"GO:0034660","GO:0034660","ncRNA metabolic process","35/574","445/23355",1.73170026198218e-09,3.99865333221339e-08,3.06568945901151e-08,"Rpl7/Ncl/Rpl7a/Rpl35/Ssb/Polr3k/Exosc8/Gar1/Chd7/Rps6/Rps8/Rpl11/Lyar/Rpl5/Gars/Rps19/Fbl/Rps16/Rps17/Ddx21/Rps15/Pa2g4/Lsm6/Rtraf/Rps24/Rps25/Rpl14/Npm1/Nhp2/Rpl26/Rpl27/Rps7/Rpl35a/Rpl10a/Rps28",35
"GO:1904666","GO:1904666","regulation of ubiquitin protein ligase activity","9/574","23/23355",1.84790203363737e-09,4.23944492362224e-08,3.25029967206844e-08,"Cdc20/Rpl11/Rpl5/Mad2l1/Ube2s/Plk1/Fbxo5/Rpl23/Rps7",9
"GO:0006278","GO:0006278","RNA-dependent DNA biosynthetic process","13/574","60/23355",1.87211118287794e-09,4.24027220784327e-08,3.25093393473272e-08,"Hnrnpu/Nek2/Cct3/Cct7/Cct2/Ptges3/Cct4/Nhp2/Aurkb/Hsp90aa1/Cct5/Tcp1/Hsp90ab1",13
"GO:0007004","GO:0007004","telomere maintenance via telomerase","13/574","60/23355",1.87211118287794e-09,4.24027220784327e-08,3.25093393473272e-08,"Hnrnpu/Nek2/Cct3/Cct7/Cct2/Ptges3/Cct4/Nhp2/Aurkb/Hsp90aa1/Cct5/Tcp1/Hsp90ab1",13
"GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle","15/574","85/23355",2.21649287855192e-09,4.98851182033583e-08,3.82459464053928e-08,"Cenpf/Dtl/Clspn/Rcc2/Blm/Ccnd1/Fbxo5/Cdk1/Cdk4/Topbp1/Brca1/Ccnb1/Rad21/Cdc25c/Lmnb1",15
"GO:0006282","GO:0006282","regulation of DNA repair","18/574","127/23355",2.23646397750093e-09,5.0018024553417e-08,3.83478431097478e-08,"Dhx9/Parp1/Rad51/Pcna/Usp1/Rpa2/Kdm1a/Nsd2/Hmgb1/Rad51ap1/Foxm1/Trim28/Blm/Rps3/Top2b/Egfr/Brca1/Dek",18
"GO:0007098","GO:0007098","centrosome cycle","18/574","129/23355",2.88993004441127e-09,6.42286952370404e-08,4.92428869409552e-08,"Nek2/Aurka/Plk4/Cdk5rap2/Haus3/Plk1/Cep295/Pclaf/Xpo1/Npm1/Chd3/Brca1/Ranbp1/Kifc1/Sgo1/Ndc80/Cep192/Kif11",18
"GO:0000079","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","14/574","74/23355",2.94965305064483e-09,6.51488586838075e-08,4.99483582946722e-08,"Ccna2/Psrc1/Cdk5rap2/Cdkn2c/Actb/Ccnd2/Blm/Plk1/Ccnd1/Casp3/Cdkn2d/Ccnb2/Egfr/Ccnb1",14
"GO:0015931","GO:0015931","nucleobase-containing compound transport","22/574","199/23355",4.58681683237745e-09,1.006834608391e-07,7.71920441576192e-08,"Dhx9/Hnrnpu/Ssb/Hnrnpa3/Slc25a5/Ybx1/Sfpq/Khdrbs1/Slbp/Ran/Sem1/Rps15/Thoc7/Xpo1/Npm1/Eif5a/Alyref/Eny2/Hnrnpa1/Mrpl18/Srsf3/Srsf7",22
"GO:0006402","GO:0006402","mRNA catabolic process","23/574","220/23355",6.04225967456777e-09,1.31817640507748e-07,1.01062011993093e-07,"Dhx9/Hnrnpu/Ssb/Myef2/Exosc8/Rbm8a/Csde1/Elavl4/Ybx1/Hnrnpr/Hnrnpd/Lsm5/Lsm3/Lsm4/Lsm6/Syncrip/Npm1/Hnrnpa0/Pabpc1/Gspt1/Rnps1/Hnrnpm/Lsm2",23
"GO:0006401","GO:0006401","RNA catabolic process","25/574","258/23355",6.31380435124935e-09,1.36901757762455e-07,1.04959905454017e-07,"Dhx9/Hnrnpu/Ssb/Myef2/Exosc8/Rbm8a/Csde1/Elavl4/Ybx1/Hnrnpr/Hnrnpd/Lsm5/Lsm3/Lsm4/Lsm6/Syncrip/Npm1/Hnrnpa0/Pabpc1/Gspt1/Rnps1/Hnrnpm/Lsm2/Rnaseh2c/Fen1",25
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","24/574","240/23355",6.83813081585944e-09,1.47372079886037e-07,1.12987297053116e-07,"Cdc20/Rpl11/Kdm1a/Rpl5/Mad2l1/Ube2s/Sae1/Uba2/Rps3/Plk1/Fbxo5/Gnl3/Ppia/Npm1/Rpl23/Brca1/Sumo2/Sox4/Rps7/Hsp90aa1/Skp2/Rps2/Ube2i/Hsp90ab1",24
"GO:0070828","GO:0070828","heterochromatin organization","12/574","55/23355",7.2566489874648e-09,1.55449661442318e-07,1.19180221163816e-07,"H3f3a/Pole3/Hp1bp3/Trim28/Hdac2/Mbd3/Smarca5/Dnmt1/Smarca4/Cenpv/H3f3b/Hells",12
"GO:1904816","GO:1904816","positive regulation of protein localization to chromosome, telomeric region","7/574","13/23355",7.88423182686445e-09,1.67614498921793e-07,1.28506764610575e-07,"Cct3/Cct7/Cct2/Gnl3/Cct4/Cct5/Tcp1",7
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","20/574","170/23355",7.91879522465165e-09,1.67614498921793e-07,1.28506764610575e-07,"Bok/Parp1/Bub1/Nono/Sfpq/Rpl11/Kdm1a/Rps3/Hdac2/Tpt1/Cdkn2d/Ppia/Rack1/Rpl26/Atad5/Hnrnpk/Rps7/G2e3/Hells/Ubb",20
"GO:0032465","GO:0032465","regulation of cytokinesis","14/574","80/23355",8.5212131265599e-09,1.79298425313888e-07,1.37464602913673e-07,"Aurka/Ect2/Plk4/Cit/E2f8/Prc1/Plk1/Kif23/Cenpv/Aurkb/Racgap1/Kif20a/Incenp/Kif20b",14
"GO:0051653","GO:0051653","spindle localization","12/574","56/23355",9.03140437986259e-09,1.88915729263479e-07,1.44838002129066e-07,"Aspm/Sapcd2/Nusap1/Cdk5rap2/Cenpa/Mad2l1/Plk1/Spdl1/Spag5/Kpnb1/Ndc80/Cfl1",12
"GO:0031023","GO:0031023","microtubule organizing center organization","18/574","139/23355",9.69200730015812e-09,2.00690726481648e-07,1.53865662656879e-07,"Nek2/Aurka/Plk4/Cdk5rap2/Haus3/Plk1/Cep295/Pclaf/Xpo1/Npm1/Chd3/Brca1/Ranbp1/Kifc1/Sgo1/Ndc80/Cep192/Kif11",18
"GO:0010971","GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","9/574","27/23355",9.70720049348806e-09,2.00690726481648e-07,1.53865662656879e-07,"Dtl/Rcc2/Ccnd1/Fbxo5/Cdk1/Cdk4/Ccnb1/Cdc25c/Lmnb1",9
"GO:0034401","GO:0034401","chromatin organization involved in regulation of transcription","18/574","140/23355",1.08719547861467e-08,2.23472087974206e-07,1.71331687837663e-07,"H3f3a/Hat1/Pole3/Kdm1a/Ezh2/Trim28/Hdac2/Mbd3/Smarca5/Dnmt1/Smarca4/Cenpv/H3f3b/Cdca4/Atad2/Smarcd1/Dpy30/Hells",18
"GO:0000027","GO:0000027","ribosomal large subunit assembly","9/574","28/23355",1.39948446333236e-08,2.86009583425854e-07,2.19277964914144e-07,"Rpl11/Mrpl20/Rpl5/Rplp0/Rpl6/Rpl23a/Rpl38/Rpl3/Rpl24",9
"GO:0034250","GO:0034250","positive regulation of cellular amide metabolic process","19/574","159/23355",1.44690524675085e-08,2.94011146139772e-07,2.25412606862237e-07,"Dhx9/Rbm3/Rps3a1/Khdrbs1/Hnrnpd/Rpl5/Rps9/Hnrnpl/Eif4g2/Eef2/Cdk4/Casp3/Rps27l/Npm1/Rpl26/Eif5a/C1qbp/Sox4/Csnk1e",19
"GO:0051315","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","7/574","14/23355",1.54340206119634e-08,3.10075577944305e-07,2.37728893160781e-07,"Nuf2/Hnrnpu/Cenpe/Kif2c/Cenpc1/Aurkb/Ndc80",7
"GO:0051984","GO:0051984","positive regulation of chromosome segregation","7/574","14/23355",1.54340206119634e-08,3.10075577944305e-07,2.37728893160781e-07,"Hnrnpu/Cenpe/Rcc2/Rad18/Aurkb/Ccnb1/Smc6",7
"GO:0051098","GO:0051098","regulation of binding","31/574","396/23355",1.66484707808333e-08,3.32595292677772e-07,2.54994318878524e-07,"Map2/Hjurp/Nucks1/Dhx9/Parp1/Nek2/Aurka/Nfib/Stmn1/Rpl11/Kdm1a/Crmp1/Ran/Actb/Cycs/Trim28/Hnrnpl/Blm/Plk1/Hdac2/Hmgb2/Smarca4/Rack1/Hspa4/Aurkb/Nme1/Hnrnpk/Sox11/Eif2s1/Csnk1e/Hsp90ab1",31
"GO:1903829","GO:1903829","positive regulation of cellular protein localization","25/574","272/23355",1.83080688864343e-08,3.63706664581902e-07,2.78846800446133e-07,"Parp1/Ect2/Cct3/Ran/Cct7/Trim28/Cdk1/Cct2/Gnl3/Ipo5/Egfr/Cct4/Npm1/Rack1/Cdk5r1/Brca1/Hnrnpk/Hsp90aa1/Cct5/Tcp1/Hnrnpm/Cenpq/Hsp90ab1/Ndc80/Cfl1",25
"GO:0009411","GO:0009411","response to UV","18/574","146/23355",2.12020135299402e-08,4.18857556180374e-07,3.21129912529503e-07,"Parp1/Dtl/Pcna/Usp1/Kdm1a/Rad18/Ccnd1/Casp3/Pbk/Cdkn2d/Tipin/Pclaf/Egfr/Npm1/Rpl26/Aurkb/Eif2s1/Hmgn1",18
"GO:0045727","GO:0045727","positive regulation of translation","17/574","130/23355",2.14930246167573e-08,4.22260748824249e-07,3.23739073901724e-07,"Dhx9/Rbm3/Rps3a1/Khdrbs1/Hnrnpd/Rpl5/Rps9/Hnrnpl/Eif4g2/Eef2/Cdk4/Rps27l/Npm1/Rpl26/Eif5a/C1qbp/Sox4",17
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","13/574","73/23355",2.33416492562195e-08,4.56059916236905e-07,3.49652235821912e-07,"Dhx9/Hnrnpu/Rbmx/Rbm8a/Sfpq/Khdrbs1/Hnrnpl/Srsf2/Hnrnpa1/Tra2b/Rnps1/Hnrnpm/Celf4",13
"GO:1904814","GO:1904814","regulation of protein localization to chromosome, telomeric region","7/574","15/23355",2.83252016725748e-08,5.50406651080197e-07,4.21986035846815e-07,"Cct3/Cct7/Cct2/Gnl3/Cct4/Cct5/Tcp1",7
