"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048608","GO:0048608","reproductive structure development","27/453","394/16051",2.11766317362214e-05,0.000622922998474564,0.000444810590057473,"Bcl2/Cebpb/Sox2/Notch2/Vcam1/Tnc/Ptn/Htra1/Gja1/Psap/Sfrp1/Junb/Ctsb/Sox9/Socs3/Id4/Ctsl/Zfp36l1/Hes1/Tcf7l2/Csmd1/Bmpr1b/Adamts1/Fgfr2/Tgfb2/Serpine2/Tiparp",27
"GO:0048545","GO:0048545","response to steroid hormone","17/453","186/16051",2.14579112480364e-05,0.000624200274460117,0.000445722654447761,"Bcl2/Atp1a2/Atp1a1/Zfp36/Sfrp1/Calr/Fam107a/Acsbg1/Ntrk2/Zfp36l1/Crebrf/Zfp36l2/Nr3c1/Klf9/Cry2/Tgfb2/Ddit4",17
"GO:0031667","GO:0031667","response to nutrient levels","22/453","286/16051",2.17373074653693e-05,0.000624200274460117,0.000445722654447761,"Bcl2/Glul/Pcsk1n/Lamp2/Foxo1/Jun/Sgip1/Apoe/Zfp36/Mt3/Fam107a/Sesn3/Slc38a3/Nim1k/Cbs/Impact/Tcf7l2/Sirt2/Fads1/Sorl1/Nfe2l2/Rbp1",22
"GO:0051402","GO:0051402","neuron apoptotic process","22/453","286/16051",2.17373074653693e-05,0.000624200274460117,0.000445722654447761,"Bcl2/Btg2/Prnp/Cebpb/Gclm/Jun/Ppt1/Pink1/Ptprz1/Apoe/Lrp1/Mt3/Mt1/Ntrk2/Nrbp2/Nr3c1/Egln3/Cntfr/Ppp2r2b/Ptprf/Retreg1/Tgfb2",22
"GO:0051051","GO:0051051","negative regulation of transport","29/453","440/16051",2.17712237008164e-05,0.000624200274460117,0.000445722654447761,"Lmbrd1/Bcl2/Pea15a/Atp1a2/Sirpa/Gnas/Ogt/Gpm6b/Syt11/Gem/Apoe/Gja1/Sfrp1/Gnao1/Neo1/Gnai2/Slc9a3r1/Trim9/Tmbim6/Hes1/Gabbr1/Cry2/Camk2d/Abr/Pacsin3/Tgfb2/Serpine2/Usp2/Apoc1",29
"GO:0010876","GO:0010876","lipid localization","28/453","418/16051",2.25531393177176e-05,0.00064255170508969,0.000458826859472666,"Acsl3/Dbi/Soat1/Kcnj10/Slc1a2/Abca1/Scp2/Slco1c1/Apoe/Gja1/Psap/Lrp1/Slc27a1/Myo6/Selenom/Acsl6/Gm2a/Gfap/Pitpnc1/Ntrk2/Slc1a3/Gabbr1/Nr3c1/Cry2/Abca8a/Scarb2/Slc7a11/Apoc1",28
"GO:0010721","GO:0010721","negative regulation of cell development","17/453","187/16051",2.30022178737004e-05,0.000647923051868737,0.000462662376761387,"Lrp4/Dab1/Hes5/Ptn/Rgma/Nr2e1/Mt3/Ednrb/Id4/Id2/Hes1/Daam2/Nr1d1/Sirt2/Sorl1/Ntrk3/Sema6d",17
"GO:0098754","GO:0098754","detoxification","8/453","43/16051",2.30277287750258e-05,0.000647923051868737,0.000462662376761387,"Prdx6/Gstm5/Prdx1/Aldh2/Mt3/Mt2/Mt1/Nfe2l2",8
"GO:0061458","GO:0061458","reproductive system development","27/453","397/16051",2.42048785946424e-05,0.000676840123665,0.000483311188572684,"Bcl2/Cebpb/Sox2/Notch2/Vcam1/Tnc/Ptn/Htra1/Gja1/Psap/Sfrp1/Junb/Ctsb/Sox9/Socs3/Id4/Ctsl/Zfp36l1/Hes1/Tcf7l2/Csmd1/Bmpr1b/Adamts1/Fgfr2/Tgfb2/Serpine2/Tiparp",27
"GO:0010996","GO:0010996","response to auditory stimulus","6/453","22/16051",2.48318856950815e-05,0.000685905135358044,0.000489784240956261,"Atp1a2/Ptn/Cntnap2/Slc1a3/Nrxn1/Nrxn2",6
"GO:0044342","GO:0044342","type B pancreatic cell proliferation","6/453","22/16051",2.48318856950815e-05,0.000685905135358044,0.000489784240956261,"Igfbp5/Sfrp1/Adk/Sidt2/Nr1d1/Nr4a1",6
"GO:0034329","GO:0034329","cell junction assembly","27/453","398/16051",2.52983453009058e-05,0.000694554570988506,0.000495960542964489,"Dst/Bcl2/Lrp4/Ptpra/Sdc4/Gpm6b/Limch1/Cd9/Gja1/Lrp1/Gpm6a/Fam107a/Vcl/Fermt2/Cldn10/Myo6/Ephb1/Ntrk2/Ctnnd2/Nrxn1/Nrxn2/Sorbs1/Clstn1/Tpbg/Plxnb1/Ntrk3/Zfp703",27
"GO:0015849","GO:0015849","organic acid transport","21/453","270/16051",2.83122898966987e-05,0.000765784851287023,0.000546823945162082,"Acsl3/Kcnj10/Slc1a2/Slc16a2/Sfxn5/Slco1c1/Apoe/Fxyd1/Slc7a10/Gja1/Slc27a1/Myo6/Slc38a3/Acsl6/Gfap/Slc9a3r1/Ntrk2/Slc1a3/Gabbr1/Nr3c1/Slc7a11",21
"GO:0006749","GO:0006749","glutathione metabolic process","9/453","57/16051",2.83509392835436e-05,0.000765784851287023,0.000546823945162082,"Slc1a2/Gstm5/Gstm1/Gclm/Mgst1/Gsta4/Glo1/Slc7a11/Nfe2l2",9
"GO:0006590","GO:0006590","thyroid hormone generation","5/453","14/16051",2.83999679947505e-05,0.000765784851287023,0.000546823945162082,"Slc16a2/Slco1c1/Ctsb/Ctsl/Dio2",5
"GO:0014910","GO:0014910","regulation of smooth muscle cell migration","11/453","86/16051",2.91417514195227e-05,0.000781136887162355,0.000557786372545583,"Igfbp5/Bcl2/F3/Lrp1/Pdgfrb/Camk2d/Il6st/Adamts1/Sorl1/Sema6d/Nfe2l2",11
"GO:0050890","GO:0050890","cognition","23/453","313/16051",2.93607263287247e-05,0.000782377001583076,0.000558671900979387,"Dbi/Btg2/Atp1a2/Prnp/Gnas/Syt11/Jun/Ppt1/Ptprz1/Ptn/Cntnap2/Apoe/Fam107a/Gm2a/Thra/Ntrk2/Ctnnd2/Nrxn1/Nrxn2/Csmd1/Tpbg/Slc7a11/Ap1s2",23
"GO:1901615","GO:1901615","organic hydroxy compound metabolic process","28/453","425/16051",3.03849642998045e-05,0.000804935019170259,0.00057477990331363,"Acadl/Bcl2/Soat1/Slc16a2/Abca1/Plpp3/Scp2/Naaa/Adcyap1r1/Slco1c1/Ldhb/Apoe/Dkk3/Lrp1/Fgfr1/Mt3/Abhd4/Ctsb/Aplp2/Ctsl/Dio2/Glo1/Nr1d1/Hmgcs2/Tgfb2/Slc7a11/Apoc1/Rbp1",28
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","16/453","173/16051",3.22765833869957e-05,0.000848200713842927,0.000605674635445408,"Bcl2/Btg2/Cebpb/Gclm/Jun/Ppt1/Pink1/Ptprz1/Apoe/Lrp1/Mt3/Mt1/Ntrk2/Nrbp2/Cntfr/Retreg1",16
"GO:0043271","GO:0043271","negative regulation of ion transport","23/453","315/16051",3.24448566468072e-05,0.000848200713842927,0.000605674635445408,"Lmbrd1/Bcl2/Pea15a/Atp1a2/Ogt/Gpm6b/Syt11/Gem/Apoe/Sfrp1/Gnao1/Neo1/Slc9a3r1/Tmbim6/Hes1/Gabbr1/Cry2/Camk2d/Pacsin3/Tgfb2/Serpine2/Usp2/Apoc1",23
"GO:0043618","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","8/453","45/16051",3.25798949688011e-05,0.000848200713842927,0.000605674635445408,"Cebpb/Jun/Tmbim6/Impact/Sirt2/Ppp1r15a/Nfe2l2/Klf2",8
"GO:0043583","GO:0043583","ear development","18/453","212/16051",3.34033829915099e-05,0.000860641718552579,0.000614558382970158,"Bcl2/Sdc4/Sox2/Hes5/Psap/Fgfr1/Myo6/Fzd2/Sox9/Slc9a3r1/Ttc8/Hes1/Cebpd/Fgfr2/Prrx1/Abr/Celsr1/Tgfb2",18
"GO:0098739","GO:0098739","import across plasma membrane","15/453","155/16051",3.34377356435439e-05,0.000860641718552579,0.000614558382970158,"Atp1b1/Atp1a2/Kcnj10/Slc1a2/Prnp/Slc16a2/Atp1a1/Slc27a1/Acsl6/Atp1b2/Gfap/Slc9a3r1/Slc1a3/Slc15a2/Slc7a11",15
"GO:0071383","GO:0071383","cellular response to steroid hormone stimulus","14/453","138/16051",3.60720901517012e-05,0.000922414834602029,0.00065866870843082,"Atp1a2/Atp1a1/Zfp36/Sfrp1/Calr/Fam107a/Ntrk2/Zfp36l1/Crebrf/Zfp36l2/Nr3c1/Klf9/Cry2/Ddit4",14
"GO:0021761","GO:0021761","limbic system development","11/453","88/16051",3.62449979159296e-05,0.000922414834602029,0.00065866870843082,"Btg2/Atp1a2/Bcan/Dab1/Epha5/Cntnap2/Nr2e1/Fgfr1/Id4/Fgfr2/Fezf2",11
"GO:0071709","GO:0071709","membrane assembly","7/453","34/16051",3.78329256013514e-05,0.000957447781978335,0.000683684683169379,"Lrp4/Syt11/Psap/Sptbn1/Emp2/Nrxn1/Nrxn2",7
"GO:0055078","GO:0055078","sodium ion homeostasis","8/453","46/16051",3.84767043437191e-05,0.000962980500978163,0.000687635431510607,"Atp1b1/Atp1a2/Gnas/Atp1a1/Ednrb/Gnai2/Atp1b2/Slc1a3",8
"GO:1903018","GO:1903018","regulation of glycoprotein metabolic process","8/453","46/16051",3.84767043437191e-05,0.000962980500978163,0.000687635431510607,"Itm2c/Bcl2/Soat1/Cst3/Tmem59/Mt3/Itm2b/Tcf7l2",8
"GO:0045765","GO:0045765","regulation of angiogenesis","20/453","255/16051",3.88638537781125e-05,0.000967325591290383,0.000690738129902485,"Glul/S100a1/F3/Ddah1/Klf4/Ptn/Sash1/Nr2e1/Btg1/Rgcc/Sparc/Emp2/Hgf/Chil1/Adamts1/Tspan12/Tgfb2/Nfe2l2/Rhob/Klf2",20
"GO:0048661","GO:0048661","positive regulation of smooth muscle cell proliferation","12/453","105/16051",4.00646712008685e-05,0.000991764811693631,0.000708189442624498,"Igfbp5/S1pr1/Jun/Hes5/Gja1/Cyba/Gnai2/Id2/Pdgfrb/Camk2d/Adamts1/Fgfr2",12
"GO:0060485","GO:0060485","mesenchyme development","20/453","256/16051",4.10787895677609e-05,0.00101134193881498,0.000722168880673508,"Bcl2/Wwtr1/Gja1/Sfrp1/Fgfr1/Fermt2/Rgcc/Ednrb/Dag1/Tmem100/Sox9/Zfp36l1/Hes1/Pdcd4/Tcf7l2/Pdpn/Fgfr2/Zfp703/Sema6d/Tgfb2",20
"GO:1902043","GO:1902043","positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","5/453","15/16051",4.16145222979502e-05,0.00101899343789035,0.000727632586182651,"Pea15a/Timp3/Sfrp1/Trps1/Bmpr1b",5
"GO:0055075","GO:0055075","potassium ion homeostasis","6/453","24/16051",4.26973419960252e-05,0.00103988687764513,0.000742551963518877,"Atp1b1/Atp1a2/Kcnj10/Atp1a1/Atp1b2/Camk2d",6
"GO:0014911","GO:0014911","positive regulation of smooth muscle cell migration","9/453","60/16051",4.32284699372996e-05,0.00104719234660945,0.000747768579326326,"Igfbp5/Bcl2/F3/Lrp1/Pdgfrb/Camk2d/Il6st/Adamts1/Sema6d",9
"GO:0048679","GO:0048679","regulation of axon regeneration","7/453","35/16051",4.61521897874788e-05,0.00111207138158127,0.000794096748135064,"Klf4/Ptn/Rgma/Lrp1/Neo1/Ptprf/Ntrk3",7
"GO:0040013","GO:0040013","negative regulation of locomotion","22/453","301/16051",4.72891375251163e-05,0.00113343805814168,0.00080935404965014,"Igfbp5/Bcl2/Klf4/Limch1/Ptn/Apoe/Gja1/Lrp1/Cd63/Sfrp1/Calr/Rgcc/Dag1/Atp1b2/Slc9a3r1/Dusp1/Abr/Mcc/Sema6d/Srgap3/Nfe2l2/Rhob",22
"GO:0007611","GO:0007611","learning or memory","21/453","280/16051",4.82672779729919e-05,0.00114229707902301,0.000815680010186521,"Dbi/Btg2/Atp1a2/Prnp/Syt11/Jun/Ppt1/Ptprz1/Ptn/Cntnap2/Apoe/Gm2a/Thra/Ntrk2/Ctnnd2/Nrxn1/Nrxn2/Csmd1/Tpbg/Slc7a11/Ap1s2",21
"GO:0014812","GO:0014812","muscle cell migration","12/453","107/16051",4.83654905813868e-05,0.00114229707902301,0.000815680010186521,"Igfbp5/Bcl2/F3/Lrp1/Thbs4/Pdgfrb/Camk2d/Il6st/Adamts1/Sorl1/Sema6d/Nfe2l2",12
"GO:1901342","GO:1901342","regulation of vasculature development","20/453","259/16051",4.84152404354121e-05,0.00114229707902301,0.000815680010186521,"Glul/S100a1/F3/Ddah1/Klf4/Ptn/Sash1/Nr2e1/Btg1/Rgcc/Sparc/Emp2/Hgf/Chil1/Adamts1/Tspan12/Tgfb2/Nfe2l2/Rhob/Klf2",20
"GO:0030509","GO:0030509","BMP signaling pathway","14/453","142/16051",4.95515679113334e-05,0.00116004409345682,0.000828352619772934,"Notch2/Hes5/Rgma/Htra1/Sfrp1/Neo1/Tmem100/Hes1/Pdcd4/Tcf7l2/Bmpr1b/Tob1/Sorl1/Tgfb2",14
"GO:0030004","GO:0030004","cellular monovalent inorganic cation homeostasis","11/453","91/16051",4.96795925233165e-05,0.00116004409345682,0.000828352619772934,"Bcl2/Atp1b1/Atp1a2/Car2/Atp1a1/Ppt1/Slc4a4/Atp1b2/Slc1a3/Camk2d/Tmem106b",11
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","29/453","461/16051",5.08496183513881e-05,0.00118127574939379,0.000843513507119113,"Sox2/Notch2/Jun/Apoe/Cavin3/Cd81/Sash1/Psap/Lrp1/Fgfr1/Mt3/Fermt2/Peli2/Tnfrsf19/Gnai2/Timp2/Ntrk2/Nrxn1/Pdgfrb/Camk2d/Plce1/Hgf/Tpbg/Chil1/Fgfr2/Ntrk3/Tgfb2/Ntsr2/Gadd45g",29
"GO:0021953","GO:0021953","central nervous system neuron differentiation","17/453","200/16051",5.42120087887591e-05,0.00125296122353612,0.000894701949558844,"Btg2/Sox2/Dclk1/Hes5/Nr2e1/Psap/Sfrp1/Fgfr1/Rora/Ephb1/Id4/Ntrk2/Hes1/Nrxn1/Fgfr2/Fezf2/Tfap2c",17
"GO:0014066","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","11/453","92/16051",5.50183519438212e-05,0.00126514281373355,0.000903400456977625,"Klf4/Sox9/Slc9a3r1/Ntrk2/Pdgfrb/Hgf/Pik3ip1/Plxnb1/Ntrk3/Tgfb2/Serpine2",11
"GO:0010632","GO:0010632","regulation of epithelial cell migration","18/453","221/16051",5.77171462144455e-05,0.00131106039391661,0.000936188820844831,"Glul/Klf4/Jun/Plpp3/Apoe/Sash1/Nr2e1/Cd63/Fgfr1/Calr/Rgcc/Sparc/Sox9/Emp2/Mcc/Tgfb2/Nfe2l2/Rhob",18
"GO:1903034","GO:1903034","regulation of response to wounding","14/453","144/16051",5.78090741308046e-05,0.00131106039391661,0.000936188820844831,"Klf4/Plpp3/Ptn/Cd9/Apoe/Rgma/Gja1/Lrp1/Fermt2/Neo1/Ptprf/Ntrk3/Serpine2/Nfe2l2",14
"GO:0001655","GO:0001655","urogenital system development","23/453","327/16051",5.78834611000709e-05,0.00131106039391661,0.000936188820844831,"Bcl2/Lrp4/Wwtr1/Notch2/Tnc/Id3/Hes5/Psap/Sfrp1/Fgfr1/Sox9/Id4/Id2/Ttc8/Hes1/Pdgfrb/Plce1/Klf15/Adamts1/Fgfr2/Tgfb2/Ctnnbip1/Tiparp",23
"GO:1900037","GO:1900037","regulation of cellular response to hypoxia","5/453","16/16051",5.91309460670497e-05,0.00133265266509321,0.000951607212694652,"Kcnk2/Ogt/Ddah1/Pink1/Tmbim6",5
"GO:0007044","GO:0007044","cell-substrate junction assembly","11/453","93/16051",6.08422854941027e-05,0.00135771208516397,0.000969501391357934,"Dst/Bcl2/Ptpra/Sdc4/Gpm6b/Limch1/Lrp1/Fam107a/Vcl/Fermt2/Sorbs1",11
"GO:0014909","GO:0014909","smooth muscle cell migration","11/453","93/16051",6.08422854941027e-05,0.00135771208516397,0.000969501391357934,"Igfbp5/Bcl2/F3/Lrp1/Pdgfrb/Camk2d/Il6st/Adamts1/Sorl1/Sema6d/Nfe2l2",11
"GO:0007623","GO:0007623","circadian rhythm","17/453","202/16051",6.14127166749322e-05,0.00136372356145805,0.000973794005893017,"Ogt/Id3/Per3/Bhlhe40/Dbp/Cavin3/Rora/Id4/Ntrk2/Id2/Rorb/Cry2/Nr1d1/Phlpp1/Bhlhe41/Ntrk3/Usp2",17
"GO:0043620","GO:0043620","regulation of DNA-templated transcription in response to stress","8/453","49/16051",6.17543050216281e-05,0.00136461952072183,0.000974433783473496,"Cebpb/Jun/Tmbim6/Impact/Sirt2/Ppp1r15a/Nfe2l2/Klf2",8
"GO:0021700","GO:0021700","developmental maturation","21/453","285/16051",6.23379410964259e-05,0.00137082948139228,0.000978868129735906,"Bcl2/Bcan/S1pr1/Hes5/Cntnap2/Gja1/Cd63/Fgfr1/Ednrb/Dag1/Ctsl/Id2/Hes1/Nrxn1/Clstn1/Clcn3/Sirt2/Plxnb1/Sybu/Tgfb2/Klf2",21
"GO:0050806","GO:0050806","positive regulation of synaptic transmission","16/453","183/16051",6.38385596663383e-05,0.00139704674052421,0.000997589086471689,"Dbi/Glul/Prnp/Car2/Pink1/Ptn/Apoe/Nr2e1/Fam107a/Sqstm1/Gfap/Ntrk2/Slc1a3/Nrxn1/Clstn1/Serpine2",16
"GO:0007612","GO:0007612","learning","15/453","165/16051",6.90284254311664e-05,0.00150335945770761,0.00107350380237841,"Btg2/Atp1a2/Syt11/Jun/Ppt1/Ptn/Cntnap2/Ntrk2/Ctnnd2/Nrxn1/Nrxn2/Csmd1/Tpbg/Slc7a11/Ap1s2",15
"GO:0045165","GO:0045165","cell fate commitment","19/453","245/16051",7.03036783720033e-05,0.00152380700012045,0.00108810477782506,"Bcl2/Sox2/Notch2/Hes5/Nr2e1/Sfrp1/Fgfr1/Sox9/Ctsl/Id2/Hes1/Tcf7l2/Pdpn/Fgfr2/Ntrk3/Prrx1/Tgfb2/Fezf2/Tfap2c",19
"GO:0033500","GO:0033500","carbohydrate homeostasis","18/453","225/16051",7.28290455078159e-05,0.00156358092962278,0.00111650614540044,"Igfbp5/Ogt/Foxo1/Vcam1/Camk2n1/Epha5/Lrp1/Sesn3/Nrxn1/Aqp4/Tcf7l2/Cry2/Sidt2/Csmd1/Nr1d1/Gprc5b/Klf15/Sybu",18
"GO:0042593","GO:0042593","glucose homeostasis","18/453","225/16051",7.28290455078159e-05,0.00156358092962278,0.00111650614540044,"Igfbp5/Ogt/Foxo1/Vcam1/Camk2n1/Epha5/Lrp1/Sesn3/Nrxn1/Aqp4/Tcf7l2/Cry2/Sidt2/Csmd1/Nr1d1/Gprc5b/Klf15/Sybu",18
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","21/453","289/16051",7.61136596639994e-05,0.0016263909352732,0.00116135688255944,"Lrp4/Sox2/Foxo1/Wwtr1/Plpp3/Apoe/Dkk3/Lrp1/Sfrp1/Thra/Sox9/Slc9a3r1/Ctnnd2/Daam2/Tcf7l2/Gprc5b/Klf15/Fgfr2/Zfp703/Mcc/Ctnnbip1",21
"GO:1901652","GO:1901652","response to peptide","24/453","356/16051",7.82476549006633e-05,0.00166414026619721,0.00118831254514326,"Lmbrd1/Vim/Ptpra/Prnp/Ogt/Car2/Foxo1/Vcam1/Gja1/Lrp1/Slc27a1/Ednrb/Sesn3/Gnai2/Socs3/Zfp36l1/Sorbs1/Cry2/Klf15/Ptprf/Sort1/Sorl1/Rarres2/Nr4a1",24
"GO:0015908","GO:0015908","fatty acid transport","13/453","130/16051",7.90870278824192e-05,0.00167413194536149,0.00119544730291527,"Acsl3/Kcnj10/Slc1a2/Apoe/Gja1/Slc27a1/Myo6/Acsl6/Ntrk2/Slc1a3/Gabbr1/Nr3c1/Slc7a11",13
"GO:0030001","GO:0030001","metal ion transport","28/453","449/16051",7.95255111332889e-05,0.00167558402527348,0.00119648418953536,"Bcl2/Dbi/Atp1b1/Atp1a2/Prnp/S100a1/Atp1a1/Gem/Slc4a4/Adcyap1r1/Fxyd1/Gja1/Saraf/Gnao1/Mt3/Cyba/Gnai2/Atp1b2/Hspa2/Tmbim6/Hes1/Pdgfrb/Camk2d/Camk2g/Dmd/Pacsin3/Tgfb2/Usp2",28
"GO:0098656","GO:0098656","anion transmembrane transport","25/453","380/16051",8.24779606673013e-05,0.00172974611955035,0.00123515971311217,"Lmbrd1/Pea15a/Kcnj10/Slc1a2/Prnp/Slc16a2/Car2/Sec62/Abca1/Gabrb1/Fxyd1/Slc7a10/Slc27a1/Slc38a3/Acsl6/Gfap/Slc1a3/Tst/Slc15a2/Sorbs1/Clcn3/Klf15/Sort1/Slc7a11/Nfe2l2",25
"GO:0072001","GO:0072001","renal system development","21/453","291/16051",8.39679717042508e-05,0.00175287977797353,0.0012516787632654,"Bcl2/Lrp4/Wwtr1/Notch2/Id3/Hes5/Psap/Sfrp1/Fgfr1/Sox9/Id2/Ttc8/Hes1/Pdgfrb/Plce1/Klf15/Adamts1/Fgfr2/Tgfb2/Ctnnbip1/Tiparp",21
"GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","13/453","131/16051",8.55910572467188e-05,0.00177856646480567,0.00127002085426927,"Sox2/Ptn/Apoe/Gja1/Sfrp1/Rgcc/Sparc/Sox9/Ctsl/Klf9/Fgfr2/Mcc/Tgfb2",13
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","20/453","270/16051",8.63298233645071e-05,0.00178572648329323,0.00127513360826306,"Lrp4/Sox2/Foxo1/Wwtr1/Klf4/Plpp3/Apoe/Dkk3/Sfrp1/Thra/Fzd2/Sox9/Slc9a3r1/Ctnnd2/Daam2/Tcf7l2/Gprc5b/Fgfr2/Zfp703/Mcc",20
"GO:0032970","GO:0032970","regulation of actin filament-based process","25/453","382/16051",8.96614896609561e-05,0.00184075897320874,0.00131443065520401,"Atp1a2/Sdc4/Gpm6b/Notch2/Atp1a1/S1pr1/Limch1/Epha5/Fxyd1/Lrp1/Fam107a/Fermt2/Rgcc/Sptbn1/Pdlim4/Ctsl/Ttc8/Pdgfrb/Add3/Pdpn/Ntrk3/Celsr1/Gsn/Tgfb2/Rhob",25
"GO:0071772","GO:0071772","response to BMP","14/453","150/16051",9.02093801440045e-05,0.00184075897320874,0.00131443065520401,"Notch2/Hes5/Rgma/Htra1/Sfrp1/Neo1/Tmem100/Hes1/Pdcd4/Tcf7l2/Bmpr1b/Tob1/Sorl1/Tgfb2",14
"GO:0071773","GO:0071773","cellular response to BMP stimulus","14/453","150/16051",9.02093801440045e-05,0.00184075897320874,0.00131443065520401,"Notch2/Hes5/Rgma/Htra1/Sfrp1/Neo1/Tmem100/Hes1/Pdcd4/Tcf7l2/Bmpr1b/Tob1/Sorl1/Tgfb2",14
"GO:0042490","GO:0042490","mechanoreceptor differentiation","10/453","81/16051",9.08741221464746e-05,0.00184600795212345,0.00131817879327881,"Sdc4/Hes5/Fgfr1/Myo6/Fzd2/Slc9a3r1/Ntrk2/Ttc8/Hes1/Ntrk3",10
"GO:0010720","GO:0010720","positive regulation of cell development","23/453","338/16051",9.55781461781687e-05,0.00193289733119243,0.00138022388724395,"Bcl2/Vim/Ptpra/Sox2/Ptprz1/Ptn/Apoe/Lrp1/Calr/Fermt2/Dag1/Cspg5/Gfap/Ntrk2/Id2/Hes1/Qk/Sirt2/Il6st/Ptprf/Plxnb1/Ntrk3/Serpine2",23
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","12/453","115/16051",9.82095327504728e-05,0.00197728525937619,0.0014119199725951,"Bcl2/Ptpra/Sdc4/Gpm6b/Limch1/Lrp1/Fam107a/Vcl/Fermt2/Dag1/Emp2/Dmd",12
"GO:1901653","GO:1901653","cellular response to peptide","20/453","273/16051",0.000100445069823226,0.00200658389347578,0.00143284124657861,"Lmbrd1/Vim/Ptpra/Prnp/Ogt/Car2/Foxo1/Vcam1/Gja1/Lrp1/Slc27a1/Sesn3/Gnai2/Socs3/Zfp36l1/Sorbs1/Ptprf/Sorl1/Rarres2/Nr4a1",20
"GO:0060537","GO:0060537","muscle tissue development","26/453","408/16051",0.000100550671924724,0.00200658389347578,0.00143284124657861,"Igfbp5/Bcl2/Btg2/Kcnk2/S1pr1/Plagl1/Gja1/Fgfr1/Ephb1/Sox9/Id2/Fos/Nr3c1/Pdgfrb/Tcf7l2/Camk2d/Sirt2/Csrp1/Fgfr2/Dmd/Tgfb2/Usp2/Tiparp/Nr4a1/Maff/Meg3",26
"GO:0006790","GO:0006790","sulfur compound metabolic process","19/453","253/16051",0.000107734067967257,0.00212947590378285,0.00152059473738229,"Acsl3/Slc1a2/Phgdh/Gstm5/Gstm1/Gclm/Scp2/Mgst1/Gsta4/Chst2/Acsl6/Tst/Glo1/Cbs/Acaa2/Hmgcs2/Acss1/Slc7a11/Nfe2l2",19
"GO:0007626","GO:0007626","locomotory behavior","18/453","232/16051",0.000107822978548698,0.00212947590378285,0.00152059473738229,"Prex2/Atp1a2/Kcnj10/Dab1/Ppt1/Apoe/Psap/Gnao1/Aplp2/Myo6/Id2/Selenop/Lsamp/Clcn3/Gprc5b/Celsr1/Fezf2/Usp2",18
"GO:0150115","GO:0150115","cell-substrate junction organization","11/453","99/16051",0.000108119085622529,0.00212947590378285,0.00152059473738229,"Dst/Bcl2/Ptpra/Sdc4/Gpm6b/Limch1/Lrp1/Fam107a/Vcl/Fermt2/Sorbs1",11
"GO:0035019","GO:0035019","somatic stem cell population maintenance","8/453","53/16051",0.000109970557213681,0.00215208664747572,0.00153674038984382,"Sox2/Nr2e1/Sfrp1/Sox9/Hes1/Zfp36l2/Tcf7l2/Tfap2c",8
"GO:0006883","GO:0006883","cellular sodium ion homeostasis","5/453","18/16051",0.00011069231542204,0.00215208664747572,0.00153674038984382,"Atp1b1/Atp1a2/Atp1a1/Atp1b2/Slc1a3",5
"GO:0010232","GO:0010232","vascular transport","5/453","18/16051",0.00011069231542204,0.00215208664747572,0.00153674038984382,"Slc16a2/Apoe/Gja1/Lrp1/Slc27a1",5
"GO:0048041","GO:0048041","focal adhesion assembly","10/453","83/16051",0.000111916800680264,0.00216659447470767,0.0015470999932094,"Bcl2/Ptpra/Sdc4/Gpm6b/Limch1/Lrp1/Fam107a/Vcl/Fermt2/Sorbs1",10
"GO:0003149","GO:0003149","membranous septum morphogenesis","4/453","10/16051",0.000114853353869224,0.0022139816724578,0.00158093776680907,"Fzd2/Id2/Fgfr2/Tgfb2",4
"GO:0003018","GO:0003018","vascular process in circulatory system","16/453","193/16051",0.000119878248300259,0.00229134373333407,0.00163617968921473,"Atp1a2/Slc16a2/Gclm/Ddah1/Apoe/Gja1/Lrp1/Slc27a1/Fermt2/Ednrb/Cbs/Nr3c1/Add3/Abr/Ctnnbip1/Klf2",16
"GO:0042493","GO:0042493","response to drug","16/453","193/16051",0.000119878248300259,0.00229134373333407,0.00163617968921473,"Bcl2/Slc1a2/Prnp/Gnas/Atp1a1/Gstm1/Gclm/Jun/Mgst1/Sfrp1/Myo6/Fos/Slc1a3/Add3/Tgfb2/Nfe2l2",16
"GO:0006835","GO:0006835","dicarboxylic acid transport","10/453","84/16051",0.000123895604125782,0.00235818103651173,0.00168390619848973,"Kcnj10/Slc1a2/Gja1/Myo6/Gfap/Ntrk2/Slc1a3/Gabbr1/Nr3c1/Slc7a11",10
"GO:0043010","GO:0043010","camera-type eye development","22/453","322/16051",0.000127398335520508,0.00241470485317114,0.00172426815703379,"Vim/Fjx1/Sox2/Notch2/Klf4/Jun/Hes5/Ptn/Nr2e1/Gja1/Gpm6a/Ephb1/Sox9/Ntrk2/Ttc8/Pdgfrb/Rorb/Bmpr1b/Fgfr2/Ntrk3/Tspan12/Tgfb2",22
