"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0006650","GO:0006650","glycerophospholipid metabolic process",14,0.629571402939929,2.25338091180718,0.000272052198591386,0.00145673956817624,0.000806961624878434,328,"tags=86%, list=30%, signal=61%","Pla2g7/Dbi/Prdx6/Acsl3/Socs3/Naaa/Pitpnc1/Slc27a1/Chpt1/Pdgfrb/Abhd4/Plcd4"
"GO:0055074","GO:0055074","calcium ion homeostasis",28,0.484902475775498,2.25324569354341,0.000274581712361806,0.00146560175133244,0.000811870835746273,261,"tags=57%, list=24%, signal=45%","Apoe/Fxyd1/Atp1a2/Gja1/Prnp/Dbi/S1pr1/Atp1b1/Ednrb/Camk2n1/Lrp1/Tmbim6/Adcyap1r1/Cyba/Fzd2/Bcl2"
"GO:0071453","GO:0071453","cellular response to oxygen levels",16,0.580738536681249,2.1774513073743,0.000284911257972878,0.00150737582465766,0.0008350116049165,340,"tags=81%, list=31%, signal=57%","Zfp36l1/Ddah1/Rgcc/Kcnk2/Tmbim6/Cbs/Rora/Pink1/Acaa2/Bcl2/Egln3/Foxo1/Ogt"
"GO:0042063","GO:0042063","gliogenesis",54,0.383659031303036,2.19266707127026,0.000284932647263614,0.00150737582465766,0.0008350116049165,76,"tags=26%, list=7%, signal=25%","Clu/Mt3/Plpp3/Cspg5/Ptn/Gfap/Ntrk2/Hes5/Hes1/Dbi/Sox9/Id4/Atp1b2/Id2"
"GO:0048522","GO:0048522","positive regulation of cellular process",470,0.193381043099513,1.65014142451985,0.000285106286644676,0.00150737582465766,0.0008350116049165,207,"tags=24%, list=19%, signal=34%","Clu/Cst3/Apoe/Mt3/Sparc/Slc1a2/Plpp3/Cspg5/Id3/Junb/Ptn/Gfap/Glul/Fxyd1/Ntrk2/Gja1/Hes5/Thbs4/Hes1/Pla2g7/Prnp/Dbi/Prdx6/Sox9/Zfp36/Hopx/Zfp36l1/Id4/Slc1a3/Fos/Ddah1/Cd81/Igfbp5/S1pr1/Glud1/Btg2/Emp2/Fam107a/Hspa2/Timp3/Acsl3/Psap/Klf4/Gpm6a/Sptbn1/S100a1/Sfrp1/Atp1b2/Mlc1/Id2/Arhgap5/Cebpd/Itm2c/Rgcc/Socs3/Lamp1/Sdc4/Malat1/Atp1b1/Ednrb/Degs1/Dusp1/Adamts1/Cd63/Zfp36l2/Htra1/Aldoa/F3/Klf9/Fosb/Myo6/Jun/Sorbs1/Pea15a/Camk2n1/Kcnk2/Ccdc80/S100a13/Sesn3/Cebpb/Lrp4/Mmd2/Slco1c1/Notch2/Pdlim4/Qk/Nrxn1/Ppp1r15a/Rorb/Tnc/Mid1ip1/Enho/Lrp1/Jund/Slc9a3r1/Tmem59/Mgat5/Epha5/Acsl6/Dbp/Daam2/Scp2/Syt11/Dab1/Adcyap1r1/Nr3c1/Ier2/Rora/Slc4a4/Sirpa/Chchd10/Slc27a1/Plagl1"
"GO:0007143","GO:0007143","female meiotic nuclear division",12,-0.638637706914665,-2.14650892799602,0.000286384491070741,0.00150937234916529,0.000836117580683195,312,"tags=83%, list=28%, signal=60%","Ttk/Ncaph/Ndc80/Ccnb2/Plk1/Aurka/Sgo2a/Fbxo5/Cenpe/Top2a"
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation",21,0.52875080801912,2.20591098871516,0.000289068708505017,0.00151874343402636,0.000841308697909337,163,"tags=48%, list=15%, signal=41%","Plpp3/Hes5/Thbs4/Hes1/Prnp/Cd81/Sfrp1/Socs3/Lrp4/Aplp2"
"GO:0009719","GO:0009719","response to endogenous stimulus",134,0.272389276976565,1.920561591203,0.000293431715498772,0.00153684860992482,0.000851338069308938,211,"tags=31%, list=19%, signal=29%","Apoe/Mt3/Slc1a2/Ntrk2/Atp1a2/Gja1/Hes5/Hes1/Prnp/Sox9/Zfp36/Zfp36l1/Slc1a3/Fos/Cd81/Igfbp5/Fam107a/Timp3/Sfrp1/Gnao1/Gabrb1/Socs3/Ednrb/Cd9/Zfp36l2/Htra1/Klf9/Jun/Sorbs1/Sesn3/Cebpb/Notch2/Nrxn1/Lrp1/Slc9a3r1/Epha5/Acsbg1/Nr3c1/Ier2/Atp1a1/Slc27a1/Nr4a1"
"GO:0048659","GO:0048659","smooth muscle cell proliferation",21,0.527763379891615,2.20179150837774,0.000298624484807382,0.00154175284306796,0.000854054771753512,117,"tags=43%, list=11%, signal=39%","Gja1/Hes5/Ndrg2/Igfbp5/S1pr1/Klf4/Id2/Adamts1/Jun"
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation",21,0.527763379891615,2.20179150837774,0.000298624484807382,0.00154175284306796,0.000854054771753512,117,"tags=43%, list=11%, signal=39%","Gja1/Hes5/Ndrg2/Igfbp5/S1pr1/Klf4/Id2/Adamts1/Jun"
"GO:0033046","GO:0033046","negative regulation of sister chromatid segregation",18,-0.575850244829154,-2.27549653995788,0.000300807386445837,0.00154175284306796,0.000854054771753512,443,"tags=94%, list=40%, signal=57%","Trip13/Cdk5rap2/Spdl1/Mad2l1/Ttk/Ndc80/Bub3/Rad21/Plk1/Bub1b/Bub1/Aurkb/Pttg1/Fbxo5/Ccnb1/Cenpe/Birc5"
"GO:0033048","GO:0033048","negative regulation of mitotic sister chromatid segregation",18,-0.575850244829154,-2.27549653995788,0.000300807386445837,0.00154175284306796,0.000854054771753512,443,"tags=94%, list=40%, signal=57%","Trip13/Cdk5rap2/Spdl1/Mad2l1/Ttk/Ndc80/Bub3/Rad21/Plk1/Bub1b/Bub1/Aurkb/Pttg1/Fbxo5/Ccnb1/Cenpe/Birc5"
"GO:0051985","GO:0051985","negative regulation of chromosome segregation",18,-0.575850244829154,-2.27549653995788,0.000300807386445837,0.00154175284306796,0.000854054771753512,443,"tags=94%, list=40%, signal=57%","Trip13/Cdk5rap2/Spdl1/Mad2l1/Ttk/Ndc80/Bub3/Rad21/Plk1/Bub1b/Bub1/Aurkb/Pttg1/Fbxo5/Ccnb1/Cenpe/Birc5"
"GO:1905819","GO:1905819","negative regulation of chromosome separation",18,-0.575850244829154,-2.27549653995788,0.000300807386445837,0.00154175284306796,0.000854054771753512,443,"tags=94%, list=40%, signal=57%","Trip13/Cdk5rap2/Spdl1/Mad2l1/Ttk/Ndc80/Bub3/Rad21/Plk1/Bub1b/Bub1/Aurkb/Pttg1/Fbxo5/Ccnb1/Cenpe/Birc5"
"GO:2000816","GO:2000816","negative regulation of mitotic sister chromatid separation",18,-0.575850244829154,-2.27549653995788,0.000300807386445837,0.00154175284306796,0.000854054771753512,443,"tags=94%, list=40%, signal=57%","Trip13/Cdk5rap2/Spdl1/Mad2l1/Ttk/Ndc80/Bub3/Rad21/Plk1/Bub1b/Bub1/Aurkb/Pttg1/Fbxo5/Ccnb1/Cenpe/Birc5"
"GO:0006898","GO:0006898","receptor-mediated endocytosis",17,0.592857184465639,2.25203373014776,0.000318137148645782,0.00162560323515345,0.000900503739106483,288,"tags=71%, list=26%, signal=53%","Clu/Apoe/Cd81/Cd63/Cd9/Myo6/Lrp1/Syt11/Lmbrd1/Sgip1/Eps15/Ifitm3"
"GO:0071310","GO:0071310","cellular response to organic substance",200,0.240912382530216,1.82365625063862,0.000319995594617747,0.00163012953367582,0.000903011084475613,323,"tags=42%, list=29%, signal=36%","Clu/Mt3/Sparc/Slc1a2/Id3/Ntrk2/Atp1a2/Gja1/Hes5/Hes1/Prnp/Sox9/Zfp36/Zfp36l1/Slc1a3/Fos/Igfbp5/Fam107a/Hspa2/Timp3/Psap/Klf4/Sfrp1/Mlc1/Gnao1/Gabrb1/Socs3/Dusp1/Cd63/Zfp36l2/Htra1/F3/Klf9/Jun/Aqp4/Sorbs1/Camk2n1/Sesn3/Cebpb/Mgst1/Notch2/Nrxn1/Ppp1r15a/Rorb/Lrp1/Slc9a3r1/Tmbim6/Epha5/Entpd2/Nr3c1/Atp1a1/Rora/Sirpa/Slc27a1/Nr4a1/Nme7/Sash1/Car2/Pdcd4/Lmbrd1/Cyba/Abca1/Tmem100/Bcl2/Timp2/Pdgfrb/Ifitm3/Rgma/Pmm1/Crebrf/Tcf7l2/Vim/Impact/Egln3/Vcam1/Fgfr1/Gclm/Foxo1/Hgf/Gsn/Neo1/Selenos/Cry2"
"GO:0062012","GO:0062012","regulation of small molecule metabolic process",22,0.524569355270728,2.21147474280191,0.000326639930931664,0.00165893492194384,0.000918967843960853,340,"tags=77%, list=31%, signal=54%","Apoe/Dbi/Sox9/Dkk3/Sorbs1/Mid1ip1/Scp2/Adcyap1r1/Nr3c1/Rora/Slc4a4/Ppp1r3c/Tcf7l2/Foxo1/Nr1d1/Acadl/Ogt"
"GO:0051046","GO:0051046","regulation of secretion",50,0.383285340194017,2.14289964138219,0.000341678305570513,0.00172514881749797,0.00095564706508806,195,"tags=42%, list=18%, signal=36%","Apoe/Cspg5/Glul/Ntrk2/Gja1/Glud1/Acsl3/Sfrp1/Rgcc/Lamp1/Sdc4/Ednrb/Myo6/Camk2n1/Trim9/Nrxn1/Lrp1/Slc9a3r1/Epha5/Syt11/Nr3c1"
"GO:0009056","GO:0009056","catabolic process",179,0.247669776311134,1.83757251353794,0.000341735923275254,0.00172514881749797,0.00095564706508806,190,"tags=26%, list=17%, signal=25%","Clu/Cst3/Apoe/Aldoc/Mt3/Cpe/Gfap/Gstm1/Gja1/Pla2g7/Sat1/Dbi/Prdx6/Sox9/Zfp36/Zfp36l1/Ddah1/Ctsl/Cd81/Glud1/Btg2/Timp3/Psap/Fbxo2/Mgll/Asrgl1/Dlgap1/Zfp36l2/Aldoa/Oat/Sesn3/Lrp4/Trim9/Naaa/Qk/Smpdl3a/Gstm5/Pon2/Dio2/Lrp1/Tmem59/Tmbim6/Scp2/Pygb/Syt11/Entpd2"
"GO:0034508","GO:0034508","centromere complex assembly",15,-0.609316360266173,-2.23036672559182,0.000343167334428311,0.00172717253003559,0.000956768101677796,309,"tags=80%, list=28%, signal=58%","H3f3a/Cenpp/Cenpk/Dlgap5/Cenph/Cenpw/Hjurp/Hells/H3f3b/Nasp/Cenpe/Cenpa"
"GO:0001503","GO:0001503","ossification",42,0.417820172133324,2.21790161956843,0.000355674082129597,0.00178475976541678,0.000988668580013567,443,"tags=81%, list=40%, signal=50%","Id3/Junb/Ptn/Gja1/Sox9/Gpm6b/Id4/Igfbp5/S1pr1/Sfrp1/Id2/Cebpd/Cebpb/Lrp4/Rorb/Jund/Cbs/Bcl2/Gabbr1/Tcf7l2/Fgfr1/Wwtr1/Thra/Il6st/Atraid/Sox2/Fermt2/Tob1/Bmpr1b/Fgfr2/Plxnb1/Ctnnbip1/Sort1/Col1a2"
"GO:0050731","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation",15,0.594120515538965,2.18796833734674,0.00036518498731751,0.00182701504102731,0.00101207591143455,46,"tags=40%, list=4%, signal=39%","Plpp3/Hes5/Thbs4/Hes1/Prnp/Cd81"
"GO:0006928","GO:0006928","movement of cell or subcellular component",170,0.255411234654003,1.87396432233361,0.000370265565846568,0.0018469199058299,0.00102310222141815,119,"tags=22%, list=11%, signal=23%","Apoe/Sparc/Plpp3/Ptn/Glul/Fxyd1/Ntrk2/Atp1a2/Gja1/Thbs4/Hes1/Pla2g7/Sox9/Cd81/Igfbp5/S1pr1/Emp2/Fam107a/Klf4/Gpm6a/Sfrp1/Atp1b2/Arhgap5/Rgcc/Lamp1/Sdc4/Ednrb/Dusp1/Adamts1/Cd63/Cd9/Aldoa/F3/Myo6/Jun/Dclk1/Aqp4"
"GO:0002376","GO:0002376","immune system process",149,0.262934301361657,1.90909543275093,0.000372346304729422,0.00185178755705196,0.00102579865928893,119,"tags=22%, list=11%, signal=23%","Clu/Apoe/Junb/Ptn/Gja1/Hes5/Thbs4/Hes1/Pla2g7/Prnp/Sox9/Zfp36/Zfp36l1/Fos/Ctsl/Cd81/S1pr1/Emp2/Psap/Klf4/Sfrp1/Id2/Cebpd/Rgcc/Lamp1/Sdc4/Ednrb/Dusp1/Cd9/Zfp36l2/Htra1/Jun/Aqp4"
"GO:0006874","GO:0006874","cellular calcium ion homeostasis",26,0.486415975149356,2.1598875872218,0.000378256339217223,0.00187561427375168,0.0010389974811261,261,"tags=58%, list=24%, signal=45%","Apoe/Fxyd1/Atp1a2/Gja1/Prnp/Dbi/S1pr1/Atp1b1/Ednrb/Lrp1/Tmbim6/Adcyap1r1/Cyba/Fzd2/Bcl2"
"GO:0006835","GO:0006835","dicarboxylic acid transport",11,0.666259628010539,2.2503311557066,0.000379809431738932,0.00187775990440841,0.00104018605431994,290,"tags=82%, list=26%, signal=61%","Slc1a2/Gfap/Ntrk2/Gja1/Slc1a3/Myo6/Nr3c1/Kcnj10/Gabbr1"
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis",17,-0.59196668484458,-2.28863615862205,0.000403058930597585,0.00198684343435751,0.00110061293122932,413,"tags=94%, list=38%, signal=60%","Rpl38/Lsm6/Rps25/Rps27l/Rps16/Rps17/Rps7/Rps28/Rps5/Rps8/Rps6/Rps19/Rps2/Rps24/Npm1/Rpsa"
"GO:0019725","GO:0019725","cellular homeostasis",76,0.325872338244437,1.98717503145216,0.000409998055079798,0.00201512240561215,0.00111627808174219,261,"tags=43%, list=24%, signal=36%","Apoe/Mt3/Mt1/Fxyd1/Atp1a2/Gja1/Prnp/Dbi/Prdx6/Slc1a3/S1pr1/Atp1b2/Atp1b1/Ednrb/Aldoa/Mt2/Aqp4/Camk2n1/Nrxn1/Aplp2/Lrp1/Slc9a3r1/Tmbim6/Epha5/Adcyap1r1/Atp1a1/Slc4a4/Car2/Lamp2/Cyba/Fth1/Fzd2/Bcl2"
"GO:1901615","GO:1901615","organic hydroxy compound metabolic process",35,0.438901561976981,2.19878158621112,0.000422756484721246,0.00207175400114856,0.00114764918289978,338,"tags=66%, list=31%, signal=47%","Apoe/Mt3/Plpp3/Ctsl/Dkk3/Ldhb/Slco1c1/Naaa/Aplp2/Dio2/Lrp1/Scp2/Adcyap1r1/Abca1/Glo1/Bcl2/Ctsb/Soat1/Abhd4/Fgfr1/Nr1d1/Slc16a2/Acadl"
"GO:0034249","GO:0034249","negative regulation of cellular amide metabolic process",26,0.484017129360627,2.14923572234186,0.00043264541386279,0.00211403415053655,0.00117107029316244,50,"tags=31%, list=5%, signal=30%","Clu/Apoe/Ntrk2/Prnp/Zfp36/Zfp36l1/Igfbp5/Btg2"
"GO:1903959","GO:1903959","regulation of anion transmembrane transport",11,0.661557866959959,2.23445068068758,0.000435731636302212,0.00212292506523985,0.00117599541988541,234,"tags=73%, list=21%, signal=58%","Slc1a2/Fxyd1/Prnp/Sorbs1/Pea15a/Acsl6/Car2/Lmbrd1"
"GO:0009101","GO:0009101","glycoprotein biosynthetic process",13,0.626728110599078,2.23425885918515,0.000480913156966547,0.00233626217703169,0.0012941736214935,418,"tags=100%, list=38%, signal=63%","Mt3/Itm2b/Itm2c/Tmem59/Mgat5/Bcl2/Soat1/Pmm1/Tcf7l2/Phlda1/Ogt/St8sia1/B3gat2"
"GO:0015800","GO:0015800","acidic amino acid transport",11,0.659948352014535,2.22901444911209,0.00048237944007292,0.00233661254786767,0.00129436770959633,290,"tags=82%, list=26%, signal=61%","Slc1a2/Ntrk2/Gja1/Slc1a3/Myo6/Slc9a3r1/Nr3c1/Kcnj10/Gabbr1"
"GO:0007010","GO:0007010","cytoskeleton organization",147,-0.269575523020885,-1.86825001384713,0.000503649495996854,0.00243261255127011,0.0013475469603192,198,"tags=30%, list=18%, signal=28%","Cenph/Kif18a/Rps3/Plk4/Lima1/Ccnb2/Plk1/Aurka/Dpysl3/Dcx/Ect2/Sgo1/Knstrn/Stmn2/Tacc3/Kif4/Marcks/Npm1/Ranbp1/Aurkb/Incenp/Fbxo5/Cdc20/Ckap2/Tubb3/Kif23/Kif11/Aspm/Spc25/Ccnb1/Ran/Racgap1/Cenpe/Birc5/Tuba1b/Nusap1/Cenpa/Tpx2/Tmsb4x/Pclaf/Tmsb10/Tubb5/Prc1/Stmn1"
"GO:0009887","GO:0009887","animal organ morphogenesis",73,0.31953273620172,1.94963624060723,0.000514392658675219,0.00247736234465422,0.00137233613112989,316,"tags=51%, list=29%, signal=39%","Cpe/Id3/Ptn/Ntrk2/Gja1/Hes5/Hes1/Sox9/Id4/Igfbp5/S1pr1/Sfrp1/Id2/Adamts1/Myo6/Jun/Cebpb/Fjx1/Lrp4/Notch2/Rorb/Tnc/Slc9a3r1/Cbs/Nr3c1/Pdcd4/Ttc8/Ephb1/Tmem100/Fzd2/Bcl2/Pdgfrb/Tcf7l2/Dag1/Fgfr1/Hgf/Wwtr1"
"GO:0042391","GO:0042391","regulation of membrane potential",31,0.444244929726814,2.11905428867957,0.000520609076580537,0.00250011694082802,0.00138494105125632,331,"tags=61%, list=30%, signal=44%","Ptn/Fxyd1/Ntrk2/Gja1/Atp1b2/Gabrb1/Atp1b1/Jun/Kcnk2/Nrxn1/Atp1a1/Slc4a4/Chchd10/Pink1/Kcnj10/Bcl2/Kcnn2/Gclm/Camk2d"
"GO:0008380","GO:0008380","RNA splicing",59,-0.358671219162269,-2.04828799566005,0.000523789490660503,0.00250820338956286,0.00138942054364681,562,"tags=85%, list=51%, signal=44%","Hnrnpl/Hnrnpk/Celf4/Srpk1/U2af1/Hnrnpf/Hnrnpm/Raly/Dhx15/Snrpa1/Rtraf/Thoc7/Dhx9/Lsm8/Tra2b/Tcerg1/Lsm6/Lsm3/Hnrnph1/Psip1/Rnps1/Rps13/Khdrbs1/Dazap1/Rbmx/Snrpb/Lsm5/Nono/Srsf2/Pabpc1/Hnrnpu/Snrpg/Sfpq/Snrpd1/Lsm4/Srsf7/Lsm2/Ncl/Srsf3/Alyref/Syncrip/Snrpe/Hnrnpa3/Rps26/Snrpf/Npm1/Elavl4/Ybx1/Rbm3/Hnrnpa1"
"GO:0050890","GO:0050890","cognition",31,0.443184679944312,2.11399688295956,0.000530525142968607,0.00253149040405348,0.00140232039717069,199,"tags=45%, list=18%, signal=38%","Apoe/Ptn/Ntrk2/Atp1a2/Prnp/Dbi/Btg2/Fam107a/Jun/Nrxn1/Ctnnd2/Syt11/Cntnap2/Nrxn2"
"GO:0002682","GO:0002682","regulation of immune system process",76,0.32065845254397,1.95538066824652,0.000531673402283308,0.00253149040405348,0.00140232039717069,203,"tags=37%, list=18%, signal=32%","Apoe/Ptn/Thbs4/Hes1/Pla2g7/Prnp/Sox9/Zfp36/Zfp36l1/Fos/Cd81/Sfrp1/Id2/Rgcc/Lamp1/Sdc4/Dusp1/Cd9/Zfp36l2/Htra1/Jun/Cebpb/Notch2/C4b/Tmbim6/Syt11/Rora/Sirpa"
"GO:0042445","GO:0042445","hormone metabolic process",17,0.579947424525081,2.20299457603773,0.00053872310323523,0.00255779014453894,0.00141688915179208,399,"tags=88%, list=36%, signal=57%","Cpe/Ctsl/Dkk3/Slco1c1/Dio2/Pcsk1n/Scp2/Nr3c1/Atp1a1/Selenom/Ctsb/Tcf7l2/Slc16a2/Rbp1/Bmpr1b"
"GO:0006302","GO:0006302","double-strand break repair",28,-0.475700934579439,-2.17027331408225,0.00054993831800162,0.00260366277110372,0.00144230031661442,590,"tags=100%, list=54%, signal=47%","Rpa2/Rad51/Cdca5/Rbbp8/Blm/Kdm1a/Trip13/Rpa3/Top2b/Mcm2/Foxm1/Sem1/Brca1/Parp1/Mcm5/Smc6/Rad51ap1/Mcm3/Mcm6/Sfpq/Rad21/Mcm7/Lig1/Nucks1/Nsd2/Dek/Esco2"
"GO:0042490","GO:0042490","mechanoreceptor differentiation",10,0.677068386739554,2.19321950283731,0.000554778696774673,0.00261918055153338,0.00145089639897779,310,"tags=90%, list=28%, signal=65%","Ntrk2/Hes5/Hes1/Sdc4/Myo6/Slc9a3r1/Ttc8/Fzd2/Fgfr1"
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process",15,0.578996489770245,2.13227106945294,0.00056649492753507,0.00266698173749656,0.00147737589026,338,"tags=87%, list=31%, signal=61%","Apoe/Dbi/Acsl3/Dkk3/Sorbs1/Mid1ip1/Scp2/Nr3c1/Atp1a1/Slc27a1/Tcf7l2/Nr1d1/Acadl"
"GO:0008544","GO:0008544","epidermis development",32,0.43335152448796,2.11855969445208,0.000578556314780814,0.00271613552821469,0.00150460465763432,67,"tags=31%, list=6%, signal=30%","Hes5/Hes1/Dbi/Sox9/Zfp36/Zfp36l1/Ctsl/Igfbp5/Psap/Klf4"
"GO:0045595","GO:0045595","regulation of cell differentiation",161,0.244003233914136,1.77155254499348,0.000591505500363645,0.00276917100170243,0.00153398368515359,154,"tags=23%, list=14%, signal=23%","Clu/Apoe/Mt3/Cspg5/Id3/Junb/Ptn/Gfap/Ntrk2/Gja1/Hes5/Hes1/Sox9/Zfp36/Hopx/Zfp36l1/Id4/Fos/Igfbp5/Emp2/Bhlhe40/Klf4/Sfrp1/Id2/Cebpd/Rgcc/Socs3/Ednrb/Cmtm5/Zfp36l2/Jun/Cebpb/Lrp4/Mmd2/Notch2/Qk/Rorb"
"GO:0003018","GO:0003018","vascular process in circulatory system",17,0.576236941122571,2.18889989354664,0.000639416309790857,0.00298010408482942,0.00165083017385979,206,"tags=59%, list=19%, signal=49%","Apoe/Atp1a2/Gja1/Ddah1/Ednrb/Add3/Lrp1/Cbs/Nr3c1/Slc27a1"
"GO:1901575","GO:1901575","organic substance catabolic process",157,0.253420411336724,1.83001333590204,0.00064011782251706,0.00298010408482942,0.00165083017385979,111,"tags=18%, list=10%, signal=19%","Clu/Cst3/Apoe/Aldoc/Mt3/Cpe/Gfap/Gja1/Pla2g7/Sat1/Dbi/Prdx6/Sox9/Zfp36/Zfp36l1/Ddah1/Ctsl/Cd81/Glud1/Btg2/Timp3/Psap/Fbxo2/Mgll/Asrgl1/Dlgap1/Zfp36l2/Aldoa/Oat"
"GO:0031577","GO:0031577","spindle checkpoint",16,-0.569665495715948,-2.13786279727032,0.000651033649790273,0.00302252741564681,0.0016743305995481,443,"tags=94%, list=40%, signal=57%","Trip13/Cdk5rap2/Spdl1/Mad2l1/Ttk/Ndc80/Bub3/Plk1/Aurka/Bub1b/Bub1/Aurkb/Ccnb1/Cenpe/Birc5"
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels",15,0.574257205825805,2.11481770276903,0.000674865358226998,0.00311590727379738,0.00172605841947575,340,"tags=80%, list=31%, signal=56%","Zfp36l1/Ddah1/Rgcc/Kcnk2/Tmbim6/Cbs/Rora/Pink1/Acaa2/Bcl2/Egln3/Ogt"
"GO:0071456","GO:0071456","cellular response to hypoxia",15,0.574257205825805,2.11481770276903,0.000674865358226998,0.00311590727379738,0.00172605841947575,340,"tags=80%, list=31%, signal=56%","Zfp36l1/Ddah1/Rgcc/Kcnk2/Tmbim6/Cbs/Rora/Pink1/Acaa2/Bcl2/Egln3/Ogt"
"GO:0006950","GO:0006950","response to stress",284,0.209042407908813,1.67555099298332,0.000686973922949998,0.00316309971116537,0.00175220069416396,125,"tags=18%, list=11%, signal=21%","Clu/Cst3/Apoe/Mt3/Mt1/Slc1a2/Plpp3/Ptn/Gfap/Glul/Atp1a2/Gja1/Thbs4/Pla2g7/Prnp/Dbi/Prdx6/Zfp36/Zfp36l1/Slc1a3/Fos/Ddah1/Cd81/Btg2/Hspa2/Psap/Neat1/Fbxo2/Klf4/Sfrp1/Mlc1/Id2/Mgll/Tsc22d4/Rgcc/Socs3/Lamp1/Sdc4/Atp1b1/Ednrb/Dusp1/Cd9/Zfp36l2/Htra1/F3/Mt2/Myo6/Jun/Aqp4/Pea15a/Kcnk2"
"GO:0006338","GO:0006338","chromatin remodeling",27,-0.466959146868891,-2.09573469926042,0.000698799200849932,0.00320873276883421,0.00177747914967452,459,"tags=89%, list=42%, signal=53%","Rbbp4/Smarcd1/Mbd3/Baz1b/Cenpv/Trim28/Chd7/Actl6a/Smarce1/Smarca4/Smarca5/H3f3a/Cenpp/Chd3/Pbrm1/Smarcc1/Dnmt1/Hjurp/Hells/H3f3b/Npm1/Anp32e/Ptma/Nasp"
"GO:0048513","GO:0048513","animal organ development",252,0.21140350139584,1.67768924765096,0.0007113771746264,0.00325756323681379,0.00180452881225334,207,"tags=27%, list=19%, signal=28%","Clu/Cpe/Sparc/Slc1a2/Id3/Junb/Ptn/Ntrk2/Atp1a2/Gja1/Hes5/Hes1/Dbi/Sox9/Gpm6b/Zfp36/Hopx/Zfp36l1/Id4/Fos/Ctsl/Cd81/Igfbp5/S1pr1/Btg2/Bcan/Psap/Klf4/Gpm6a/Sfrp1/Atp1b2/Id2/Arhgap5/Cebpd/Rgcc/Socs3/Sdc4/Ednrb/Adamts1/Zfp36l2/Htra1/Myo6/Jun/Dclk1/Kcnk2/Phgdh/Cebpb/Fjx1/Lrp4/Notch2/Pdlim4/Nrxn1/Rorb/Tnc/Aplp2/Lrp1/Slc9a3r1/Ugp2/Epha5/Daam2/Cbs/Dab1/Nr3c1/Cntnap2/Rora/Sirpa/Selenop/Plagl1"
